;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genre;themes;demographic;duration;rating;score;ranked;popularity;members;favorites;genres;platforms;synopsis;theme
39;Hiatari Ryoukou!;https://myanimelist.net/anime/729/Hiatari_Ryoukou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;陽あたり良好！;TV;48;Finished Airing;Mar 29, 1987 to Mar 20, 1988;['None found', 'add some'];None found, add some;Group TAC;Manga;;;Shoujo;25 min. per ep.;PG-13 - Teens 13 or older;7.03;#3968;#7864;4,958;11;['Comedy', 'Romance', 'Sports'];[];Kishimoto Kasumi, a 15-year-old girl, was supposed to live at her auntie's house in order to go to high school since April. However, when she moved to the house she was surprised with the fact that there were already four new male students living in the same house. To make the matter worse, that day while she was taking a bath, Takasugi Yusaku, one of those boys, came into the bath and saw her naked. This is how Kasumi's troublesome high school days started.  (Source: AniDB);Hiatari Ryoukou;School;Spring 1987;Sundays at 19:00 (JST)
40;Ashita no Joe Pilots;https://myanimelist.net/anime/19973/Ashita_no_Joe_Pilots;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;あしたのジョー パイロットフィルム;Special;2;Finished Airing;Nov 6, 1969 to Dec 22, 1969;['None found', 'add some'];None found, add some;Mushi Production;Unknown;;;Shounen;10 min. per ep.;PG-13 - Teens 13 or older;6.16;#8594;#7929;4,852;3;['Drama', 'Sports'];[];Pilot episodes.;Ashita no Joe: Aoyama & Rikiishi Pilot Episodes;Combat Sports;;
41;Tsurikichi Sanpei;https://myanimelist.net/anime/3137/Tsurikichi_Sanpei;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;釣りキチ三平;TV;109;Finished Airing;Apr 7, 1980 to Jun 28, 1982;['Studio Jack'];None found, add some;Nippon Animation;Manga;;;Shounen;24 min. per ep.;G - All Ages;7.15;#3335;#7940;4,827;20;['Adventure', 'Sports'];[];Mihira Sanpei talks with a Tohou accent and is a down-to-earth boy with a cheerful and optimistic personality. However, when it comes to fishing, he becomes very serious and is a youth who enjoys fishing more than anything else. The village where he lives in is a natural environment which provides different kinds of fishing challenges. Despite his lack of experience, Sanpei has a first-rate sense with regards to fishing and decides to maxmise his potential by entering into different fishing contests. As he faces various challenges, he learns to solve difficult problems and learn from his mistakes to the extent that he is able to fish anything out of the waters. Along the way, he encounters all kinds of rivals and companions who increase his experience points and help him in his growth.  (Source: ANN);Tsurikichi Sampei, Sanpei the Fisherman, Fishing Otaku Sanpei;;Spring 1980;Mondays at 19:00 (JST)
42;Ashita no Joe 2 (Movie);https://myanimelist.net/anime/2922/Ashita_no_Joe_2_Movie;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;あしたのジョー２;Movie;1;Finished Airing;Jul 4, 1981;['None found', 'add some'];Discotek Media;Tokyo Movie Shinsha;Manga;;;Shounen;1 hr. 52 min.;PG-13 - Teens 13 or older;7.26;#2751;#7994;4,737;7;['Drama', 'Sports'];[];It has been six months since the tragic accident in Joe and Rikiishi's fight. Joe believes he has overcomed Rikiishi's death and decides to make a comeback. Joe does make a successful comeback by scoring 5 KO's by body blows. Joe is then given a shot at the national title as a means by the boxing commission to put him down. The champion, Tiger Ozaki makes use of Joe's habits and ends up making Joe's corner throw in the towel. Joe is afraid to throw punches at the face because of what happened to Rikiishi. Youko, Joe's love interest and the owner of the gym where Rikiishi trained at recruits a world ranked boxer from Venezuela, Carlos Rivera, to get Joe back on his feet and pursue his boxing career to the regional and world ranks.  (Source: ANN);;Combat Sports;;
43;Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials;https://myanimelist.net/anime/13073/Tennis_no_Ouji-sama__Another_Story_II_-_Ano_Toki_no_Bokura_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;テニスの王子様 OVA ANOTHER STORYⅡ～アノトキノボクラ;Special;2;Finished Airing;Aug 26, 2011 to Oct 26, 2011;['M.S.C'];None found, add some;Production I.G;Manga;Sports;;Shounen;3 min. per ep.;PG-13 - Teens 13 or older;7.11;#3587;#8000;4,733;2;;[];Bunta no Mezame After a spontaneous call from someone anonymous, Bunta Marui sets off on his own to meet up with them. Curious about the person on the other side of the phone, his Rikkai University-Affiliated Middle School Tennis Club teammates, Renji Yanagi and Hiroshi Yagyuu, secretly tail him.  Toukou Tamashii A video of Shitenhouji Middle School's Kenya Oshitari doing pen spinning tricks suddenly goes viral. Soon, this prompts a competition to see who can upload an even more bizarre video.  [Written by MAL Rewrite];Tennis no Ouji-sama OVA Another Story II: Ano Toki no Bokura OVA Bonus;;;
44;Captain Tsubasa: Asu ni Mukatte Hashire!;https://myanimelist.net/anime/2120/Captain_Tsubasa__Asu_ni_Mukatte_Hashire;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;キャプテン翼　明日に向って走れ！;Movie;1;Finished Airing;Mar 15, 1986;['Group TAC'];None found, add some;Tsuchida Productions;Unknown;Sports;;Shounen;35 min.;G - All Ages;6.67;#5680;#8001;4,731;1;;[];The third Captain Tsubasa movie is basically about a training match of the All Japan Boy Soccer Team, but most of the time you see flashbacks of former matches, for instance the final match Nankatsu vs. Toho or when Wakabayashi challenges team captains of different sports.  (Source: ANN);Captain Tsubasa: Ashita ni Mukatte Hashire!, Captain Tsubasa Movie (1986 Spring),;Team Sports;;
45;Zuoshou Shanglan;https://myanimelist.net/anime/51288/Zuoshou_Shanglan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;左手上篮;ONA;13;Currently Airing;Feb 2, 2023 to ?;['Tencent Penguin Pictures', 'LHL Culture'];None found, add some;None found, add some;Original;Sports;;;Unknown;PG-13 - Teens 13 or older;N/A;#22125;#8011;4,719;47;;[];The story follows teenager Xu Xingze, a passionate basketball player.;;Team Sports;;
46;Captain Tsubasa: Saikyou no Teki! Holland Youth;https://myanimelist.net/anime/2122/Captain_Tsubasa__Saikyou_no_Teki_Holland_Youth;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;キャプテン翼　「最強の敵！オランダユース」;OVA;1;Finished Airing;Dec 16, 1995;['Yomiko Advertising', 'Shueisha'];None found, add some;animate Film;Unknown;Sports;;Shounen;47 min.;G - All Ages;6.82;#4902;#8022;4,709;1;;[];The last Captain Tsubasa movie is about the match between Japan and Holland. After the Japanese team lost two games against this apparently supreme opponent, their confidence is at its lowest point and even Hyuga, having a hurt leg, is desperate. Thus the management tries everything to convince Wakabayashi (living in Germany) and Tsubasa (living in Brazil) to come to Holland and to help them, but both deny. Only in the second half of the third game Tsubasa appears and joins the team, giving them back their confidence and strength. With Tsubasa Ozora as their captain again, the last game ends 11:1 for Japan.  (Source: ANN);Captain Tsubasa - Holland Youth, Captain Tsubasa Holland youth team, Captain Tsubasa: European Challenge, Captain Tsubasa Movie 05: Saikyu no Tenki! Hollanda Youth;Team Sports;;
47;Gurazeni Season 2;https://myanimelist.net/anime/37990/Gurazeni_Season_2;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;グラゼニ シーズン2;TV;12;Finished Airing;Oct 5, 2018 to Dec 21, 2018;['Kodansha', 'Ai Addiction', 'SKY PerfecTV!'];None found, add some;Studio Deen;Manga;Sports;['Adult Cast', 'Team Sports'];Seinen;23 min. per ep.;PG-13 - Teens 13 or older;6.74;#5315;#8078;4,627;3;;[];Second season of Gurazeni.;Gurazeni 2nd Season, Gurazeni (2018);;Fall 2018;Fridays at 22:30 (JST)
48;Super Fishing Grander Musashi;https://myanimelist.net/anime/2415/Super_Fishing_Grander_Musashi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;スーパーフィッシング グランダー武蔵;TV;25;Finished Airing;Apr 2, 1997 to Sep 24, 1997;['None found', 'add some'];None found, add some;Nippon Animation;Unknown;;;Kids;25 min. per ep.;PG-13 - Teens 13 or older;6.95;#4282;#8092;4,611;14;['Adventure', 'Sports'];[];Musashi lives with his father. His mother left them three years ago. Musashi believes she will come back to them. One day they move from Tokyo to a village in the countryside. Musashi hates living in the countryside and asks his father to take him back to Tokyo. He wonders if his mother will be able to find him in their new home.  Soon after moving to the countryside, Musashi happens to see a man fishing for bass with a decoy fish. Musashi is fascinated by lure fishing. He learns a lot from the man, and discovers that his mother's father was a grand champion of bass fishing. Musashi feels that fishing could lead him to his missing mother. He shows a marvelous talent for lure fishing and takes trips to many places around the world in search of various incredible fish. Through fishing, Musashi comes to enjoy living amongst nature.  (Source: Official Site);Musashi the Great, Grander Musashi;;Spring 1997;Unknown
49;Cheer Danshi!! Recap;https://myanimelist.net/anime/33798/Cheer_Danshi_Recap;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;チア男子!! 第5.5話;Special;1;Finished Airing;Aug 9, 2016;['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Tokyo MX', 'Shueisha', 'Sony PCL'];Funimation;Brain's Base;Novel;Sports;['Performing Arts', 'School'];;24 min.;PG-13 - Teens 13 or older;5.88;#10052;#8128;4,557;0;;[];Recap of first 5 episodes of Cheer Danshi!!;Cheer Boys Recap, Cheer Danshi!! Episode 5.5;;;
50;Ring ni Kakero 1;https://myanimelist.net/anime/23/Ring_ni_Kakero_1;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;リングにかけろ１;TV;12;Finished Airing;Oct 6, 2004 to Dec 15, 2004;['None found', 'add some'];None found, add some;Toei Animation;Manga;;;Shounen;25 min. per ep.;PG - Children;6.39;#7316;#8189;4,469;4;['Action', 'Sports'];[];In order to fulfill their dead father's wish, the siblings, Takane Kiku and Takane Ryuji aims for the champopn title of the boxing arena. The sister, Kiku, will act as the trainer while her brother, Ryuji, will concentrate on the role of the boxer and learn the Boomerang. His battle with many rivals has led to the growth and maturity of Ryuji. The junior high boxing tournament has began and Ryuji will be fighting with his arch-rival, Kenzaki Jun. The battle begins.  (Source: ANN);Put it all in the Ring;Combat Sports;Fall 2004;Unknown
51;Ryouma! The Prince of Tennis Shinsei Movie: Tennis no Ouji-sama;https://myanimelist.net/anime/38882/Ryouma_The_Prince_of_Tennis_Shinsei_Movie__Tennis_no_Ouji-sama;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;リョーマ！The Prince of Tennis 新生劇場版テニスの王子様;Movie;1;Finished Airing;Sep 3, 2021;['None found', 'add some'];Eleven Arts;Keica, The Monk Studios;Manga;Sports;;Shounen;1 hr. 40 min.;PG-13 - Teens 13 or older;6.25;#8113;#8201;4,455;10;;[];"Following the conclusion of the National Middle School Tennis Tournament, 12-year-old tennis prodigy Ryouma Echizen sets out to the United States in order to further improve his tennis skills. While finding his own way to shine in the sport, Ryouma investigates a perplexing development: the circumstances behind his father's retirement from professional tennis.  Known as ""Samurai Nanjiro,"" Ryouma's father Nanjiro is a legendary tennis player whose career abruptly ended after the US Open finals several years prior. Though Ryouma has studied the final match extensively, there are still many gaps in his understanding—gaps that he would only be able to fill by watching the match in person.  As luck would have it, a supernatural phenomenon transports the young prodigy—and his unsuspecting classmate, Sakuno Ryuzaki—back in time to that very event. Although the events that occur before the game seem normal at first glance, the appearance of the mafia soon complicates the mystery behind the retirement. Despite the bad odds, Ryouma must do everything he can to unravel the circumstances and prevent his father's career from ending.  [Written by MAL Rewrite]";Ryouma! The Prince of Tennis Shinsei Gekijouban Tennis no Ouji-sama;;;
52;Teekyuu 5 Specials;https://myanimelist.net/anime/31668/Teekyuu_5_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;てーきゅう　５期　ＴＶ未放送オリジナルエピソードアニメ;Special;2;Finished Airing;Nov 27, 2015;['Earth Star Entertainment'];None found, add some;Millepensee;Manga;;;Shounen;2 min. per ep.;PG-13 - Teens 13 or older;6.14;#8704;#8203;4,455;0;['Comedy', 'Sports'];[];Unaired specials included in the Blu-ray and DVD release.;Tekyuu 5 Specials, Teekyu 5 Specials;School;;
53;1 Pound no Fukuin;https://myanimelist.net/anime/1328/1_Pound_no_Fukuin;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;１ポンドの福音;OVA;1;Finished Airing;Dec 2, 1988;['None found', 'add some'];VIZ Media;Gallop;Manga;;;Seinen;50 min.;PG-13 - Teens 13 or older;6.40;#7247;#8225;4,419;3;['Comedy', 'Romance', 'Sports'];[];Hatanaka Kosaku, a hopeful boxer, has a mean KO punch. Unfortunately, his dietary willpower is weak, and he eats even greasy hamburgers right before a bout. As a result, he has to compete in higher weight classes, and as soon as he takes an abdominal punch, he vomits, which causes him to lose the match in shame. As he tries to grapple with his weak will, he meets Sister Angela, a novitiate at a local convent. While Sister Angela strives to help Hatanaka in his endeavor, he seems to make her training to be a nun more difficult.;Ichi Pound no Fukuin;Combat Sports;;
54;King of Prism: Pride the Hero;https://myanimelist.net/anime/34032/King_of_Prism__Pride_the_Hero;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;KING OF PRISM -PRIDE the HERO-;Movie;1;Finished Airing;Jun 10, 2017;['Avex Pictures'];None found, add some;Tatsunoko Production;Original;Sports;['Idols (Male)', ''];;1 hr. 9 min.;PG - Children;6.87;#4656;#8253;4,369;11;;[];No synopsis information has been added to this title. Help improve our database by adding a synopsis here.;;;;
55;Metal Fighter Miku;https://myanimelist.net/anime/1175/Metal_Fighter_Miku;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;メタルファイター・MIKU;TV;13;Finished Airing;Jul 8, 1994 to Sep 30, 1994;['Victor Entertainment', 'Studio Jack'];Media Blasters, Central Park Media;J.C.Staff;Original;;;;25 min. per ep.;PG-13 - Teens 13 or older;6.36;#7507;#8264;4,350;13;['Comedy', 'Sci-Fi', 'Sports'];[];"In the near future, the sports world is dominated by Neo Wrestling, a new spectacle in which Metal Fighters challenge each other to be named champion.  The story follows the girls of the Pretty Four; Miku, Ginko, Sayaka, and Nana, as they face off against the current champions, Team Sapphire. With a burnt out drunk named Eiichi Suo for a coach the girls must not only contend with problems in the arena but also unforseen circumstances that arise in day to day life. Only through protecting their friends, understanding their enemies, and eventually challenging their idol Aquamarine, can Miku and the girls understand Eiichi's purpose and the shady secrets behind Neo Wrestling.  (Source: ANN)";Metal Fighters;Combat Sports;Summer 1994;Unknown
