;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;themes;duration;rating;score;ranked;popularity;members;favorites;demographic;platforms;synopsis;theme
50;Ro-Kyu-Bu!;https://myanimelist.net/anime/10572/Ro-Kyu-Bu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Rou-Kyuu-Bu!, Rou-Kyu-Bu!, Ro-Kyu-Bu: Fast Break;ロウきゅーぶ!;TV;12;Finished Airing;Jul 1, 2011 to Sep 23, 2011;Summer 2011;Fridays at 23:30 (JST);['AT-X', 'Magic Capsule', 'Warner Bros. Japan', 'ASCII Media Works'];Sentai Filmworks;Barnum Studio, Project No.9, Studio Blanc.;Light novel;['Comedy', 'Sports', 'Ecchi'];['School', 'Team Sports'];24 min. per ep.;PG-13 - Teens 13 or older;6.78;#5098;#2171;79,357;187;;['HIDIVE'];Subaru Hasegawa has the ambition to become one of the best basketball superstars of all time. However, this comes to an apparent halt when his school's basketball team ceases activities for a year. Shocked by the news, he decides not to involve himself in basketball anymore.  One day, his aunt Mihoshi Takamura invites him to coach the Keishin Academy girls’ basketball team on how to play the sport, and he reluctantly agrees. He meets sixth-graders Tomoka Minato, Maho Misawa, Airi Kashii, Hinata Hakamada and Saki Nagatsuki, and begins training them in the sport with one goal: to defeat all strong opponents along the way.  Ro-Kyu-Bu! follows the effort of five elementary girls and their coach as they improve their cute style of playing basketball.  [Written by MAL Rewrite];;
51;Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou;https://myanimelist.net/anime/30365/Shinmai_Maou_no_Testament_Burst__Toujou_Basara_no_Shigoku_Heiwa_na_Nichijou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Shinmai Maou no Testament Burst OVA, The Testament of Sister New Devil: Burst OVA;新妹魔王の契約者 BURST 第11話「東城刃更の至極平和な日常」;OVA;1;Finished Airing;Jan 26, 2016;;;['Kadokawa Shoten'];Funimation;Production IMS;Light novel;['Action', 'Fantasy', 'Romance', 'Ecchi'];['Harem', 'Mythology'];23 min.;R+ - Mild Nudity;6.76;#5193;#2180;78,752;57;;[];An OVA that will be bundled with the seventh volume of the Shinmai Maou no Testament manga, to be released January 2016.;;
52;IS: Infinite Stratos 2 - World Purge-hen;https://myanimelist.net/anime/21653/IS__Infinite_Stratos_2_-_World_Purge-hen;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;IS〈インフィニット・ストラトス〉2　ワールド・パージ編;OVA;1;Finished Airing;Nov 26, 2014;;;['Overlap'];Sentai Filmworks;8bit;Light novel;['Action', 'Comedy', 'Sci-Fi', 'Ecchi'];['Harem', 'Mecha'];44 min.;R+ - Mild Nudity;6.86;#4723;#2181;78,662;58;;[];"While Ichika Orimura departs to visit Kuramochi Engineering's laboratories, an unidentified enemy hacks into IS Academy's core and cripples its systems. To fend off the attack and repair the damage, his older sister Chifuyu enlists Ichika's harem: Houki Shinonono, Cecilia Alcott, Huang Lingyin, Laura Bodewig, and Charlotte Dunois. Together, they utilize virtual reality to confront their opponents in IS Academy's network.  Unbeknownst to the girls, a piece of malware named ""World Purge"" is activated when they enter the digital realm. The program forces them into fabricated realities, where they each experience an ideal romantic version of their bond with Ichika. Once Ichika returns to IS Academy, it is up to him to rescue the five girls and wake them from this virtual reality.  [Written by MAL Rewrite]";;
53;Nobunaga-sensei no Osanazuma;https://myanimelist.net/anime/38814/Nobunaga-sensei_no_Osanazuma;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Mr. Nobunaga's Young Bride;ノブナガ先生の幼な妻;TV;12;Finished Airing;Apr 6, 2019 to Jun 22, 2019;Spring 2019;Saturdays at 23:20 (JST);['None found', 'add some'];None found, add some;Seven;Manga;['Comedy', 'Romance', 'Ecchi'];['Harem', 'School', 'Time Travel'];7 min. per ep.;R+ - Mild Nudity;5.31;#12305;#2191;78,134;100;;[];"""One day, a girl who loves me will suddenly appear before me""—Middle school teacher Nobunaga has always been dreaming of such a gal game-like situation. However, the one who appeared before him was Kichou, a 14-year-old girl who proclaims herself as his wife. Appears to have arrived from the Sengoku era, she mistakes Nobunaga as Nobunaga Oda and urges him to conceive a child with her. Thus begins the age-difference love comedy between a gal game-loving teacher and a Sengoku era expert princess.  (Source: MAL News)";;
54;Grisaia no Kajitsu Specials;https://myanimelist.net/anime/29101/Grisaia_no_Kajitsu_Specials;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Le Fruit de la Grisaia Specials, The Fruit of Grisaia Specials;グリザイアの果実;Special;6;Finished Airing;Dec 25, 2014 to May 27, 2015;;;['None found', 'add some'];None found, add some;8bit;Visual novel;;;3 min. per ep.;R+ - Mild Nudity;6.91;#4476;#2198;77,814;54;;[];Short specials added to Blu-ray/DVD volumes.;;Ecchi
55;Ikkitousen: Dragon Destiny;https://myanimelist.net/anime/1956/Ikkitousen__Dragon_Destiny;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Ikkitosen Season 2;一騎当千 Dragon Destiny;TV;12;Finished Airing;Feb 26, 2007 to May 14, 2007;Winter 2007;Mondays at 10:30 (JST);['Genco', 'Atelier Musa', 'Gigno Systems'];Media Blasters;Arms;Manga;['Action', 'Ecchi'];['Martial Arts', 'School', 'Super Power'];24 min. per ep.;R+ - Mild Nudity;6.75;#5248;#2205;77,659;128;;[];The fierce confrontation among the Kanto high schools reaches new heights with the awakening of dragons in the Kyousho and Seito Academy's leaders, Moutoku Sousou and Gentoku Ryuubi. However, the power balance between these two institutions and their main opponent, Nanyo Academy, is jeopardized when Shimei Ryomou seizes a mysterious dragon orb in China. It is said that the orb grants its strength to a dragon wielder, and Shimei hopes to save Nanyo Academy's leader Hakufu Sonsaku from the adverse effects of her unstable gift.  Meanwhile, Moutoku's powers completely consume him, and he loses control over his own body to the Demon King's soul, whose unlimited ambitions endanger the stability of the region and the safety of his allies. In the face of growing tensions to claim the dragon orb, Hakufu and Gentoku will have to put aside their differences and work together to thwart Moutoku's demonic plans.  [Written by MAL Rewrite];;
56;Crayon Shin-chan;https://myanimelist.net/anime/966/Crayon_Shin-chan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;クレヨンしんちゃん;TV;Unknown;Currently Airing;Apr 13, 1992 to ?;Spring 1992;Fridays at 19:30 (JST);['TV Asahi'];Funimation;Shin-Ei Animation;Manga;['Comedy', 'Ecchi'];;21 min.;G - All Ages;7.76;#989;#2208;77,530;1,143;Seinen;[];"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon.  Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with.  [Written by MAL Rewrite]";School;
57;Inu ni Nattara Suki na Hito ni Hirowareta.;https://myanimelist.net/anime/51265/Inu_ni_Nattara_Suki_na_Hito_ni_Hirowareta;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Inuhiro;犬になったら好きな人に拾われた。;TV;12;Currently Airing;Jan 7, 2023 to ?;Winter 2023;Saturdays at 01:35 (JST);['Kodansha', 'KlockWorx', 'Asmik Ace', 'King Records'];Sentai Filmworks;Quad;Web manga;['Comedy', 'Ecchi'];;12 min. per ep.;R+ - Mild Nudity;5.27;#12411;#2209;77,496;535;;['HIDIVE', 'Ani-One Asia', '', '', '', '', '', '', ''];On a rainy afternoon, a male high school student awakens freezing on the streets with no memory of how he got there. His classmate and crush, Karen Inukai, finds him and takes him back to her home where, to his surprise, she starts to undress. She seems intent on bathing with him, though he has no idea why. When she holds him once more, he catches a glimpse of himself in the mirror—discovering that he has turned into a dog!  Inukai adopts the puppy and names him Pochita. Now, he must adjust to life as a dog and figure out how to get out of this strange predicament. But while he mulls over an escape plan, Pochita sees a whole new side to Inukai that he never saw at school.  [Written by MAL Rewrite];;
58;Aki-Sora: Yume no Naka;https://myanimelist.net/anime/8577/Aki-Sora__Yume_no_Naka;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Aki-Sora: Yume no Naka;あきそら～夢の中～;OVA;2;Finished Airing;Jul 30, 2010 to Nov 17, 2010;;;['Frontier Works', 'Akita Shoten'];None found, add some;Hoods Entertainment;Manga;['Romance', 'Ecchi'];;24 min. per ep.;R+ - Mild Nudity;5.99;#9529;#2240;75,797;121;Seinen;[];Siblings Aki and Sora Aoi have been in a secret relationship ever since they confessed their feelings to each other on a rainy day. Sora's twin sister Nami—unaware that his affections lie elsewhere—decides to have him join the Fashion Research Club at school in an attempt to set him up with their classmate, Kana Sumiya.  However, Nami's actions mask painful truths. While her motives appear like those of a good sister trying to help her brother finally get a girlfriend, she is harboring secret, forbidden feelings of her own.  [Written by MAL Rewrite];;
59;Kore ga Watashi no Goshujinsama;https://myanimelist.net/anime/412/Kore_ga_Watashi_no_Goshujinsama;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;That's My Master;これが私の御主人様;TV;12;Finished Airing;Apr 8, 2005 to Jul 1, 2005;Spring 2005;Fridays at 00:30 (JST);['Geneon Universal Entertainment', 'TBS', 'DAX Production', 'Memory-Tech'];Sentai Filmworks;Gainax, Shaft;Manga;['Comedy', 'Slice of Life', 'Ecchi'];;24 min. per ep.;R+ - Mild Nudity;6.53;#6434;#2250;75,253;121;Shounen;['Crunchyroll', 'HIDIVE'];"Izumi Sawatari and her younger sister, Mitsuki Sawatari, have run away from home and are in need of employment. The only jobs available are as maids in the mansion of 14-year-old millionaire, Yoshitaka Nakabayashi. What seems like simple work is soon revealed to be far more than the girls bargained for when they find Yoshitaka to be an authoritative employer who demands they call him ""Master"".  (Source: Sentai Filmworks)";;
60;Manyuu Hikenchou;https://myanimelist.net/anime/10465/Manyuu_Hikenchou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;魔乳秘剣帖;TV;12;Finished Airing;Jul 11, 2011 to Sep 26, 2011;Summer 2011;Mondays at 01:00 (JST);['TV Tokyo', 'Lantis', 'Enterbrain', 'Memory-Tech', 'Happinet Pictures'];None found, add some;Hoods Entertainment;Manga;['Action', 'Comedy', 'Ecchi'];['Historical', 'Samurai'];24 min. per ep.;R+ - Mild Nudity;6.19;#8403;#2265;74,515;248;Seinen;[];"The Edo period of Japan gave rise to a clan of warriors with a very specialized, magical skill. The clan was known as the Manyuu, and the skill was the ability to administer a sword strike that could shrink the size of a woman's breasts. This might not seem like an ability that could exert power over a land, but in Manyuu Hikenchou, large breasts denote status, wealth, fame, and influence.  Grave concern has arisen in the Manyuu clan due to the actions of their chosen successor, Chifusa. Disgusted with the breast obsessed society that the Manyuu have created and perpetuated, Chifusa has not only deserted the clan, but also stolen the sacred scroll that details their techniques to growing and severing breasts.  Fortunately, Chifusa is not completely alone. Her fellow warrior Kaede is sympathetic to her cause; a sympathy that could place her in considerable danger. Now wanted by the very clan that raised her, Chifusa must defend her life and Kaede's while seeking to undo the damage their brethren have done to the land. Along the way, Chifusa will discover that she harbors a power that goes far beyond the scope of her training, one that could help shape and change the land that she seeks to bring equality to.";;
61;Amaenaide yo!!;https://myanimelist.net/anime/591/Amaenaide_yo;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;Amaenaideyo!!;あまえないでよっ!!;TV;12;Finished Airing;Jul 1, 2005 to Sep 16, 2005;Summer 2005;Unknown;['None found', 'add some'];Nozomi Entertainment, Media Blasters;Studio Deen;Manga;['Comedy', 'Romance', 'Supernatural', 'Ecchi'];;24 min. per ep.;R+ - Mild Nudity;6.45;#6922;#2298;72,596;81;Seinen;['Crunchyroll'];Satonaka Ikkou, a 16 year old boy, is a first year trainee at the Saienji Buddhist Temple. He was sent there by his parents to be trained by his grandmother, the Saienji Priestess. At the temple he finds himself surrounded by beautiful female priestesses-in-training. Upon seeing a girl naked, Ikko has the ability to turn into a super-monk, performing massive exorcisms for the good of the temple.  (Source: ANN);Harem;
62;Majimoji Rurumo;https://myanimelist.net/anime/23945/Majimoji_Rurumo;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230201162310_20230214_readthismanga-2023-2.png;;まじもじるるも;TV;12;Finished Airing;Jul 9, 2014 to Sep 24, 2014;Summer 2014;Unknown;['Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production', 'Bushiroad', 'Eswood'];None found, add some;J.C.Staff;Manga;['Comedy', 'Fantasy', 'Ecchi'];;23 min. per ep.;PG-13 - Teens 13 or older;6.84;#4814;#2311;71,607;81;Shounen;['Crunchyroll'];After an unfortunate accident, completely normal heterosexual high school student Kouta Shibaki is branded as the school pervert. With girls avoiding Kouta like the plague, truly the young man's worst nightmare has come to fruition! One day in the school library, he stumbles upon a peculiar book said to possess the power to summon witches. Partly out of desperation, partly out of boredom, Kouta decides to play along with the joke of a book, until an apprentice witch going by the name of Rurumo Maji Mojiruka appears before him. In an unusual turn of events, Kouta ends up helping Rurumo with some general witchery tasks in exchange for his soul being spared.  Majimoji Rurumo follows the misadventures of Rurumo as she attempts to persuade Kouta to use 666 magical wish-granting tickets in her efforts to become a fully-fledged witch, unaware that every time she grants a wish, Kouta's life is shortened. Aided by Rurumo's familiar Chiro, Kouta must decide between helping Rurumo or saving his own life.  [Written by MAL Rewrite];School;
